Season,Team,Home,W/L,G,Win%
2023,CHI,0,18,41,0.43902439024390244
2023,CHI,1,22,41,0.5365853658536586
2023,CHO,0,14,41,0.34146341463414637
2023,CHO,1,13,41,0.3170731707317073
2023,CLE,0,20,41,0.4878048780487805
2023,CLE,1,31,41,0.7560975609756098
2023,DAL,0,15,41,0.36585365853658536
2023,DAL,1,23,41,0.5609756097560976
2023,DEN,0,19,41,0.4634146341463415
2023,DEN,1,34,41,0.8292682926829268
2023,DET,0,8,41,0.1951219512195122
2023,DET,1,9,41,0.21951219512195122
2023,GSW,0,11,41,0.2682926829268293
2023,GSW,1,33,41,0.8048780487804879
2023,HOU,0,8,41,0.1951219512195122
2023,HOU,1,14,41,0.34146341463414637
2023,IND,0,15,41,0.36585365853658536
2023,IND,1,20,41,0.4878048780487805
2023,LAC,0,21,41,0.5121951219512195
2023,LAC,1,23,41,0.5609756097560976
2023,LAL,0,20,41,0.4878048780487805
2023,LAL,1,23,41,0.5609756097560976
2023,MEM,0,16,41,0.3902439024390244
2023,MEM,1,35,41,0.8536585365853658
2023,MIA,0,17,41,0.4146341463414634
2023,MIA,1,27,41,0.6585365853658537
2023,MIL,0,26,41,0.6341463414634146
2023,MIL,1,32,41,0.7804878048780488
2023,MIN,0,20,41,0.4878048780487805
2023,MIN,1,22,41,0.5365853658536586
2023,NOP,0,15,41,0.36585365853658536
2023,NOP,1,27,41,0.6585365853658537
2023,NYK,0,24,41,0.5853658536585366
2023,NYK,1,23,41,0.5609756097560976
2023,OKC,0,16,41,0.3902439024390244
2023,OKC,1,24,41,0.5853658536585366
2023,ORL,0,14,41,0.34146341463414637
2023,ORL,1,20,41,0.4878048780487805
2023,PHI,0,25,41,0.6097560975609756
2023,PHI,1,29,41,0.7073170731707317
2023,PHO,0,17,41,0.4146341463414634
2023,PHO,1,28,41,0.6829268292682927
2023,POR,0,16,41,0.3902439024390244
2023,POR,1,17,41,0.4146341463414634
2023,SAC,0,25,41,0.6097560975609756
2023,SAC,1,23,41,0.5609756097560976
2023,SAS,0,8,41,0.1951219512195122
2023,SAS,1,14,41,0.34146341463414637
2023,TOR,0,14,41,0.34146341463414637
2023,TOR,1,27,41,0.6585365853658537
2023,UTA,0,14,41,0.34146341463414637
2023,UTA,1,23,41,0.5609756097560976
2023,WAS,0,16,41,0.3902439024390244
2023,WAS,1,19,41,0.4634146341463415
